origin_iata,dest_iata,annual_pax
ELP,PHX,458368
ELP,PIT,129
ELP,PNS,131
ELP,POB,39
ELP,PSC,66
ELP,PSP,285
ELP,RDU,1
ELP,RNO,290
ELP,ROW,179
ELP,SAA,47
ELP,SAF,2
ELP,SAN,69905
ELP,SAT,167816
ELP,SBA,106
ELP,SCF,2
ELP,SDF,579
ELP,SEA,47802
ELP,SFO,163
ELP,SHV,370
ELP,SJT,18
ELP,SMF,1
ELP,SNA,297
ELP,TKF,2
ELP,TOL,97
ELP,TUS,905
ELP,TYS,309
ELP,VCV,132
ELP,YKM,115
ELP,YUM,80
ELV,HNH,2
ELV,JNU,850
ELV,PEC,33
EMK,GAL,26
EMK,HPB,32
EMK,KOT,3689
EMK,KSM,219
EMK,KUK,8
EMK,MLL,23
EMK,MOU,194
EMK,NUP,5
EMK,OME,23
EMK,OOK,13
EMK,PQS,66
EMK,RSH,21
EMK,SCM,94
EMK,SMK,60
EMK,SXP,1009
EMK,TNK,1
EMK,UNK,10
EMK,VAK,41
EMK,WAA,1
EMK,WBB,5
EMT,SQL,2
ENA,FAI,75
ENA,GNU,9
ENA,HOM,26
ENA,IGG,1
ENA,ILI,8
ENA,JZE,605
ENA,KLL,4
ENA,KLN,3
ENA,KNK,5
ENA,LVD,16
ENA,PGM,13
ENA,SJC,13
ENA,SMK,1
ENA,SNA,5
ENA,UNK,9
ENA,VDZ,22
ENA,WBB,6
ENN,FAI,41
ENN,GAL,9
ENN,HSL,10
ENN,NIB,9
ENN,NUL,5
ENN,RBY,3
ENN,VEE,5
ENW,JAX,1
ENW,SWF,1
ERI,EWR,2
ERI,GSO,48
ERI,GSP,143
ERI,JFK,6
ERI,MCO,3453
ERI,PA5,13
ERI,PHL,50
ERI,PIT,185
ERI,PNE,12
ERI,RIC,48
ERI,ROA,42
ERI,TEB,7
ERI,TRI,86
ERI,TTN,43
ESC,GRB,6
ESC,IAD,302
ESC,MSP,14809
ESD,FRD,4874
ESD,HIO,10
ESD,KEH,26
ESD,PAE,45
ESD,RDM,4
ESD,SFO,1
ESD,VUO,3
ESN,EWR,2
ESN,FRG,2
ESN,HPN,17
ESN,HVN,3
ESN,LCI,4
ESN,MTP,2
ESN,TEB,24
EUG,FAT,6
EUG,FNL,307
EUG,GEG,170
EUG,GJT,146
EUG,GNV,56
EUG,HHR,4
EUG,ICT,142
EUG,IND,1728
EUG,LAF,349
EUG,LAN,340
EUG,LAS,131399
EUG,LAX,55282
EUG,LBB,118
EUG,LNK,192
EUG,MSN,419
EUG,MSP,208
EUG,MSY,111
EUG,OAK,110869
EUG,OGG,6
EUG,OKC,179
EUG,ONT,260
EUG,PAE,8
EUG,PDX,348
EUG,PHX,117234
EUG,PIH,121
EUG,PIT,182
EUG,PSP,6887
EUG,PUW,576
EUG,PVU,49
EUG,RAP,160
EUG,RDM,31
EUG,RNO,293
EUG,SAN,45108
EUG,SBA,210
EUG,SEA,315696
EUG,SFO,182509
EUG,SJC,59410
EUG,SJT,194
EUG,SLC,90303
EUG,SMF,51722
EUG,SNA,26334
EUG,TCL,91
EUG,TPA,9
EUG,TRM,4
EUG,TUL,140
EUG,TUS,124
EUG,TYS,108
EUG,YIP,456
EVV,FRG,2
EVV,GGG,76
EVV,GSP,70
EVV,IND,37
EVV,IOW,2
EVV,LEX,86
EVV,MCO,14744
EVV,ORD,15557
EVV,OWB,2
EVV,PIE,15343
EVV,SDF,268
EVV,SFB,33575
EVV,STL,67
EVV,VPS,6362
EVV,XNA,2
EWB,FRG,4
EWB,HPN,12
EWB,IAD,8
EWB,MVY,563
EWB,NH4,1
EWB,PHL,1
EWB,SHD,1
EWN,FAY,100
EWN,FLO,35
EWN,ILM,97
EWN,JAX,179
EWN,MCO,12091
EWN,PGV,47
EWN,RDU,39
EWN,RIC,32
EWR,EYW,88852
EWR,FLL,1567863
EWR,FNT,174
EWR,FSD,365
EWR,FYV,129
EWR,GEG,425
EWR,GRR,111857
EWR,GSO,94175
EWR,GSP,114409
EWR,HDN,17183
EWR,HHH,21813
EWR,HNL,47708
EWR,HOU,445
EWR,HPN,222
EWR,HSV,260
EWR,HTO,24
EWR,HYA,11
EWR,IAD,394414
EWR,IAH,1177837
EWR,ICT,298
EWR,ILM,67127
EWR,IND,341264
EWR,IPT,55
EWR,ISP,150
EWR,ITH,56799
EWR,JAC,41217
EWR,JAX,313965
EWR,JFK,7062
EWR,LAF,193
EWR,LAN,559
EWR,LAS,920256
EWR,LAX,2050744
EWR,LBB,278
EWR,LCI,2
EWR,LEX,137
EWR,LGA,2381
EWR,LGB,120
EWR,LIT,490
EWR,LKP,3
EWR,LNK,789
EWR,LNS,3
EWR,LUK,300
EWR,MCI,104369
EWR,MCO,1978535
EWR,MDT,33286
EWR,MDW,888
EWR,MEM,63205
EWR,MHK,92
EWR,MHT,54812
EWR,MIA,1248302
EWR,MKC,558
EWR,MKE,108901
EWR,MRY,5
EWR,MSN,62196
EWR,MSO,218
EWR,MSP,534350
EWR,MSY,368130
EWR,MTJ,14573
EWR,MTP,32
EWR,MVY,41
EWR,MYR,269073
EWR,NPT,3
EWR,NY7,6
EWR,OAK,42648
EWR,OGG,1053
EWR,OKC,956
EWR,OMA,1181
EWR,ONT,572
EWR,OPF,2
EWR,ORD,1698719
EWR,ORF,157857
EWR,OXC,1
EWR,PAE,35
EWR,PBI,949684
EWR,PDX,239963
EWR,PGV,332
EWR,PHL,46993
EWR,PHX,858016
EWR,PIE,184
EWR,PIT,355764
EWR,PLN,130
EWR,PQI,29748
EWR,PSF,5
EWR,PSP,113
EWR,PVD,71331
EWR,PWM,167707
EWR,RDU,531982
EWR,RFD,147
EWR,RIC,144183
EWR,RME,15
EWR,RNO,420
EWR,ROA,742
EWR,ROC,138823
EWR,RSW,558838
EWR,SAN,487028
EWR,SAT,218670
EWR,SAV,188022
EWR,SBA,69
EWR,SBN,3212
EWR,SCE,25458
EWR,SDF,117001
EWR,SEA,614935
EWR,SFO,1598166
EWR,SHV,167
EWR,SJC,409
EWR,SJU,735506
EWR,SLC,345522
EWR,SLN,54
EWR,SMF,82868
EWR,SNA,261151
EWR,SRQ,217465
EWR,STL,172094
EWR,STT,54445
EWR,SWF,2953
EWR,SYR,108968
EWR,TLH,283
EWR,TPA,842513
EWR,TTN,2
EWR,TUL,297
EWR,TVC,7372
EWR,TYS,49114
EWR,UBF,7
EWR,VNY,16
EWR,VPS,29351
EWR,VWK,8
EWR,WST,1
EWR,YIP,308
EWR,ZXU,2
EXI,JNU,67
EYW,FLL,23125
EYW,FMY,11
EYW,GSO,116
EYW,GSP,147
EYW,IAD,19021
EYW,IAH,15420
EYW,IND,18074
EYW,JAX,226
EYW,JFK,85
EYW,LGA,36062
EYW,MCO,37943
EYW,MDT,99
EYW,MDW,28
EYW,MGM,107
EYW,MIA,132446
EYW,MPB,104
EYW,MRK,15
EYW,MSY,543
EYW,MYR,143
EYW,OKC,104
EYW,OPF,8
EYW,ORD,58591
EYW,PBI,32
EYW,PHL,75393
EYW,PIE,28191
EYW,PIT,19605
EYW,PPM,6
EYW,RBN,40495
EYW,RDU,173
EYW,RIC,301
EYW,RSW,832
EYW,SAT,93
EYW,SAV,178
EYW,SFB,19424
EYW,SPG,16
EYW,SRQ,95
EYW,TMB,2
EYW,TN9,2
EYW,TPA,57994
EYW,TRI,4
EYW,VNC,26
FAI,FLT,8
FAI,FYU,10664
FAI,GAL,15327
FAI,GBH,1076
FAI,HCR,63
FAI,HKB,237
FAI,HOM,30
FAI,HSL,3657
FAI,HUS,2088
FAI,IAN,3
FAI,IRC,342
FAI,JNU,312
FAI,KAL,1024
FAI,KBC,1028
FAI,KGX,43
FAI,KKA,6
FAI,KLN,7
FAI,KSM,15
FAI,KTN,130
FAI,KYU,777
FAI,LMA,683
FAI,MCG,460
FAI,MHM,6
FAI,MLL,23
FAI,MLY,65
FAI,MNT,648
FAI,MOU,8
FAI,MSP,29141
FAI,NIB,472
FAI,NUI,34
FAI,NUL,2196
FAI,OBU,202
FAI,OME,5
FAI,ORD,35816
FAI,ORT,25
FAI,ORV,2
FAI,PDX,75
FAI,PHO,2
FAI,PPC,1342
FAI,PQS,1
FAI,RBY,4377
FAI,RDV,23
FAI,RLU,11
FAI,RMP,872
FAI,RSH,16
FAI,SCC,1316
FAI,SEA,608492
FAI,SHG,87
FAI,SHH,10
FAI,SHX,10
FAI,SLQ,9
FAI,STG,2
FAI,SVS,679
FAI,TAL,3608
FAI,TCT,18
FAI,TEK,12
FAI,TKA,5
FAI,TKJ,272
FAI,TLJ,2
FAI,TSG,23
FAI,UMT,137
FAI,UNK,10
FAI,UTO,38
FAI,VDZ,12
FAI,VEE,2741
FAI,VIK,134
FAI,WBQ,1529
FAI,WCR,75
FAI,WLK,24
FAI,WTK,16
FAK,JNU,5
FAR,GPT,355
FAR,GTF,61
FAR,HNL,204
FAR,HPN,3
FAR,IAH,108
FAR,IDA,102
FAR,IFP,4026
FAR,LAS,33085
FAR,LBB,341
FAR,MCN,312
FAR,MCO,7323
FAR,MDH,294
FAR,MKE,47
FAR,MOT,122
FAR,MSP,335919
FAR,ORD,191848
FAR,PAH,278
FAR,PDX,94
FAR,PGD,133
FAR,PHX,17100
FAR,PIA,43
FAR,PIE,13519
FAR,RAP,63
FAR,RNO,688
FAR,SAV,144
FAR,SFB,22282
FAR,SFO,352
FAR,SGF,274
FAR,SJU,121
FAR,TEB,6
FAR,TRI,292
FAR,VNY,11
FAR,YNG,90
FAT,FNL,300
FAT,HHR,7
FAT,HNL,246
FAT,IAH,142
FAT,ICT,169
FAT,IFP,1380
FAT,LAS,441686
FAT,LAX,89572
FAT,LGB,7
FAT,LRU,149
FAT,OAK,155
FAT,OGG,28
FAT,OKC,456
FAT,ONT,65
FAT,ORD,32762
FAT,PDX,73476
FAT,PHX,251200
FAT,PUW,312
FAT,RNO,892
FAT,SAN,136545
FAT,SBN,120
FAT,SBP,93
FAT,SCF,6
FAT,SEA,173627
FAT,SFO,118643
FAT,SJC,175
FAT,SLC,137678
FAT,SMF,179
FAT,SNA,310
FAT,TKF,3
FAT,TUL,420
FAT,TWF,70
FAT,VNY,18
FAT,YIP,312
FAY,FLO,79
FAY,GNV,32
FAY,GSO,108
FAY,HSV,107
FAY,ILM,228
FAY,JAX,97
FAY,MEM,252
FAY,MFE,76
FAY,MIA,105
FAY,OAJ,62
FAY,ORF,45
FAY,PHF,47
FAY,PHL,93
FAY,RDU,377
FAY,ROA,44
FAY,SBY,37
FAY,TRI,46
FAY,VPS,24
FAY,XNA,69
FBK,GAL,14
FBK,LMA,15
FBK,MHM,14
FBK,VEE,8
FBS,KEH,2114
FBS,LKE,5047
FBS,LPS,941
FBS,PUL,2
FBS,RCE,1497
FBS,RSJ,410
FBS,TIW,5
FBS,WSX,294
FCA,GEG,240
FCA,IAH,5589
FCA,LAS,27969
FCA,LAX,26282
FCA,MKE,170
FCA,MSO,177
FCA,MSP,118946
FCA,OAK,4103
FCA,ORD,85584
FCA,PDX,2392
FCA,RAP,3
FCA,RCE,8
FCA,SAN,5065
FCA,SBA,2
FCA,SCF,2
FCA,SEA,139585
FCA,SFO,19558
FCA,SJC,9
FCA,SLC,193890
FCA,STS,6451
FCA,SWF,11
FCA,TUL,57
FCA,VNY,2
FCA,XWA,345
FCM,HPN,4
FCM,MDH,2
FDK,MMU,2
FDK,SYR,4
FFO,PAM,297
FHB,FMY,4
FHB,TPA,2
FHU,SCF,9
FID,FOK,25
FID,FRG,8
FID,HPN,167
FID,HTO,44
FID,IAD,28
FID,LGA,19
FID,TEB,44
FL4,SHD,2
FL4,TEB,5
FL7,PBI,3
FL7,STL,1
FL8,SCF,5
FLG,FNL,242
FLG,GEG,284
FLG,LAS,42
FLG,LAX,419
FLG,MSO,295
FLG,PHX,107098
FLG,PIH,274
FLG,PUW,265
FLG,SAF,7
FLG,SAT,268
FLG,SBP,264
FLG,SCF,8
FLG,SMF,282
FLG,TUS,42
FLG,VNY,9
FLL,FMY,1
FLL,FNT,4562
FLL,FPR,2
FLL,FRG,53
FLL,FSD,10224
FLL,GNV,13211
FLL,GPT,727
FLL,GRB,175
FLL,GRR,19503
FLL,GSO,683
FLL,GSP,27593
FLL,HDN,5177
FLL,HOU,260099
FLL,HPN,250213
FLL,HRL,1
FLL,HSH,3
FLL,HVN,104143
FLL,IAD,233654
FLL,IAG,300
FLL,IAH,762390
FLL,ICT,426
FLL,ILG,26214
FLL,ILM,28597
FLL,IND,348599
FLL,ISP,97965
FLL,JAX,107233
FLL,JFK,1153317
FLL,LAS,279788
FLL,LAX,587662
FLL,LCK,20587
FLL,LEX,34708
FLL,LGA,1454818
FLL,LIT,170
FLL,LNA,1
FLL,LUK,92
FLL,MCI,158002
FLL,MCO,380167
FLL,MDT,14567
FLL,MDW,324531
FLL,MEM,42004
FLL,MGM,468
FLL,MHT,162
FLL,MHV,1
FLL,MIA,8511
FLL,MKE,28489
FLL,MLB,429
FLL,MPB,14
FLL,MQY,326
FLL,MRK,4
FLL,MSP,288290
FLL,MSY,391217
FLL,MTH,57
FLL,MYR,146210
FLL,OBE,2
FLL,OKC,337
FLL,OMA,3644
FLL,ONT,275
FLL,ORD,984819
FLL,ORF,105330
FLL,ORH,78325
FLL,ORL,3
FLL,OWB,1
FLL,PAE,109
FLL,PBG,39489
FLL,PBI,8365
FLL,PDK,8
FLL,PDX,23841
FLL,PHK,4
FLL,PHL,794605
FLL,PHX,126087
FLL,PIA,2296
FLL,PIE,63
FLL,PIT,335582
FLL,PNS,114519
FLL,PUB,9
FLL,PVD,132556
FLL,RDU,395630
FLL,RIC,247738
FLL,ROA,352
FLL,ROC,30135
FLL,RSW,7710
FLL,SAN,127734
FLL,SAT,108240
FLL,SAV,5887
FLL,SDF,138043
FLL,SEA,265594
FLL,SFO,411892
FLL,SHV,152
FLL,SJC,278
FLL,SJU,710932
FLL,SLC,182979
FLL,SRQ,625
FLL,STL,235106
FLL,STT,128488
FLL,STX,69049
FLL,SUA,1
FLL,SWF,3706
FLL,SYR,37260
FLL,TEB,2175
FLL,TLH,97090
FLL,TMB,2
FLL,TN8,10
FLL,TPA,414397
FLL,TTN,22320
FLL,TUL,158
FLL,TVC,12790
FLL,TYS,122076
FLL,USA,53714
FLL,VPS,169
FLL,XNA,22500
FLO,MLB,73
FLO,OAJ,82
FLO,PHF,43
FLO,SBY,33
FLT,HCR,5
FLT,MCG,9
FLT,TCT,4
FME,HPN,2
FME,MVY,2
FMY,HPN,2
FMY,PBI,2
FMY,SFB,8
FMY,VNY,6
FNL,GGG,237
FNL,HHR,4
FNL,IFP,768
FNL,PDX,252
FNL,PVU,4
FNL,RNO,621
FNL,SAT,239
FNL,SBA,2
FNL,SBP,299
FNL,SJC,137
FNL,SLC,273
FNL,SMF,252
FNL,TUS,508
FNL,VNY,6
FNR,JNU,46
FNT,GPT,1356
FNT,IFP,1056
FNT,JAX,22247
FNT,LAS,33227
FNT,MKE,27
FNT,ORD,139287
FNT,PGD,88047
FNT,PHL,47
FNT,PIE,74682
FNT,SAN,164
FNT,SAV,115
FNT,SFB,82081
FNT,SNA,168
FNT,SRQ,46680
FNT,TVC,43
FNT,VPS,2577
FOD,IAD,630
FOD,MCW,5880
FOD,ORD,16302
FOE,FSD,72
FOE,FTW,72
FOE,FYV,127
FOE,HOU,102
FOE,ILM,154
FOE,LAS,89
FOE,LAX,212
FOE,LBB,167
FOE,MCI,125
FOE,OKC,74
FOE,PHL,125
FOE,PHX,354
FOE,PVU,503
FOE,RDU,303
FOE,SFB,169
FOE,SJT,183
FOE,SJU,62
FOE,SLC,428
FOE,STT,62
FOE,SWO,71
FOE,TUS,306
FOK,GED,2
FOK,GFL,13
FOK,GON,3
FOK,GUC,20
FOK,HPN,57
FOK,HTO,6
FOK,HYA,11
FOK,IAD,1
FOK,IFP,1
FOK,ILG,4
FOK,ISM,12
FOK,JFK,1
FOK,LAS,4
FOK,LCI,3
FOK,LEB,6
FOK,LIT,6
FOK,LLY,1
FOK,MA5,4
FOK,MDW,63
FOK,MHT,3
FOK,MMU,24
FOK,MNZ,2
FOK,MSP,17
FOK,MTN,9
FOK,MVL,6
FOK,MVY,12
FOK,NJ1,16
FOK,NPT,10
FOK,NYS,45
FOK,OPF,21
FOK,ORH,1
FOK,OWD,10
FOK,OXC,12
FOK,PA2,5
FOK,PA5,4
FOK,PBI,30
FOK,PHX,6
FOK,PNE,10
FOK,POU,1
FOK,PSF,4
FOK,PSM,4
FOK,PVC,7
FOK,PVD,10
FOK,PWK,7
FOK,PWM,17
FOK,PYM,10
FOK,RKD,8
FOK,SCF,11
FOK,SFM,1
FOK,SHV,6
FOK,SUN,8
FOK,SWF,2
FOK,SYR,6
FOK,TEB,25
FOK,TYS,3
FOK,UGN,9
FOK,VA8,4
FOK,VNY,33
FOK,VWK,6
FOK,WVL,15
FOK,ZXU,4
FPR,LEE,7
FPR,RSW,6
FPR,TPA,1
FPY,TPA,1
FRD,GEG,4
FRD,HWD,1
FRD,MSO,2
FRD,PAE,126
FRD,PAO,6
FRD,RNT,4273
FRD,SMO,16
FRD,TRM,4
FRD,UDD,4
FRD,VUO,6
FRG,GGE,5
FRG,GON,8
FRG,HDN,12
FRG,HFD,1
FRG,HTO,8
FRG,IAD,108
FRG,INT,55
FRG,ITH,4
FRG,LAF,6
FRG,LAS,67
FRG,LCI,5
FRG,MDW,117
FRG,MGW,2
FRG,MMU,1
FRG,MRY,2
FRG,MTP,13
FRG,MVY,4
FRG,NPT,10
FRG,OMA,24
FRG,OPF,25
FRG,ORF,4
FRG,OWB,4
FRG,OWD,1
FRG,OXC,1
FRG,PA5,7
FRG,PBI,58
FRG,PHL,119
FRG,PIT,83
FRG,POU,4
FRG,PVD,5
FRG,PWK,3
FRG,PYM,6
FRG,QMN,13
FRG,RDU,339
FRG,SBN,158
FRG,SCE,26
FRG,SEG,1
FRG,SJC,39
FRG,SLN,61
FRG,SYR,11
FRG,TTN,2
FRG,UBF,14
FRG,VNY,12
FRG,VWK,14
FRG,WWD,3
FRG,ZXU,8
FRY,GBR,6
FRY,HPN,8
FRY,TEB,2
FSD,GEG,201
FSD,HOU,131
FSD,IFP,2765
FSD,JAX,78
FSD,LAS,51516
FSD,LAX,6908
FSD,MLI,28
FSD,MSN,278
FSD,MSO,130
FSD,MSP,233781
FSD,MSY,274
FSD,MWA,254
FSD,NZY,108
FSD,OKC,552
FSD,OMA,302
FSD,ORD,261452
FSD,PAH,508
FSD,PDX,268
FSD,PGD,12356
FSD,PHX,47807
FSD,PIE,28214
FSD,RAP,219
FSD,RDU,156
FSD,RNO,447
FSD,ROC,93
FSD,SAT,544
FSD,SEA,177
FSD,SFB,27690
FSD,SGF,270
FSD,SJC,153
FSD,SLC,163
FSD,SNA,109
FSD,STC,129
FSD,TN8,13
FSD,TOL,92
FSD,TRM,4
FSD,YNG,548
FSM,MGM,66
FSM,PHX,61
FSM,SDF,62
FSM,STL,73
FSM,XNA,200
FTW,GNV,153
FTW,HOU,404
FTW,HVN,23
FTW,IDA,49
FTW,IND,261
FTW,JAC,49
FTW,LAS,33
FTW,LBB,419
FTW,MRY,8
FTW,MSY,295
FTW,NEW,10
FTW,NUQ,22
FTW,OPF,11
FTW,PIT,57
FTW,PSP,6
FTW,PVU,146
FTW,RDU,80
FTW,SAT,7
FTW,SCF,2
FTW,SUX,358
FTW,SWO,281
FTW,TLH,38
FTW,TPA,259
FTW,TUS,95
FTY,HHR,5
FTY,IAH,2
FTY,MDW,5
FTY,ROG,1
FTY,SCF,5
FTY,SDF,1
FTY,TEB,4
FTY,VNY,1
FVG,HHR,4
FVO,PAE,2
FWA,GGG,145
FWA,GPT,2110
FWA,GSO,49
FWA,GSP,191
FWA,ICT,65
FWA,IFP,462
FWA,LAS,25533
FWA,LIT,50
FWA,MDT,49
FWA,MEM,68
FWA,MSP,45089
FWA,MYR,7697
FWA,ORD,187578
FWA,PGD,63322
FWA,PIE,50932
FWA,RDU,64
FWA,RNO,134
FWA,SDF,81
FWA,SFB,43661
FWA,SRQ,26351
FWA,SYR,71
FWA,TXK,61
FWA,TYS,89
FXE,GNV,20
FXE,LEB,2
FXE,LEE,4
FXE,MCO,6
FXE,OAK,1
FXE,OCF,3
FXE,ORL,5
FXE,OSU,3
FXE,PDK,3
FXE,PHF,4
FXE,PIE,6
FXE,RSW,2
FXE,SRQ,4
FXE,TEB,8
FXE,TTN,15
FXE,TYS,4
FXE,VNY,13
FYU,HKB,12
FYU,KBC,641
FYU,KSM,10
FYU,MOU,8
FYU,MTX,2
FYU,SCC,4
FYU,VEE,867
FYU,WBQ,78
FYV,MIA,107
GAI,HPN,21
GAI,LCI,14
GAI,NPT,3
GAI,NY7,2
GAI,PVD,3
GAL,HCR,13
GAL,HSL,2169
GAL,KAL,1668
GAL,KGX,27
GAL,KSM,67
GAL,KYU,1055
GAL,MCG,9
GAL,MLL,5
GAL,MLY,1
GAL,MOU,7
GAL,NIB,2
GAL,NUL,2934
GAL,OME,130
GAL,OTZ,102
GAL,RBY,1532
GAL,SHX,9
GAL,SMK,12
GAL,TAL,88
GAL,UNK,67
GAL,VEE,10
GAL,WLK,6
GAL,WTK,6
GAM,GLV,48
GAM,KTS,9
GAM,OME,4871
GAM,OTZ,53
GAM,SHH,77
GAM,SKK,36
GAM,SVA,3396
GAM,TLA,26
GAM,TNC,9
GAM,UNK,75
GBH,MTX,1
GBH,PPC,10
GBH,SCC,1
GBR,HPN,3
GBR,HTO,6
GBR,ISP,2
GBR,MTP,13
GBR,NHZ,12
GBR,PNE,1
GBR,RDG,3
GCK,ICT,95
GCK,IFP,1137
GCK,ORD,72
GCK,SUS,7
GCK,UT1,7
GCN,L41,12
GCN,PGA,1794
GCN,RAP,3
GCN,SDX,4
GDC,SBN,30
GED,ISP,2
GED,MMU,1
GED,VA5,8
GED,VA8,7
GEG,HLN,70
GEG,HNL,245
GEG,IAD,427
GEG,IAH,333
GEG,ICT,74
GEG,IFP,925
GEG,JFK,176
GEG,LAS,207909
GEG,LAX,148568
GEG,LGB,159
GEG,MAF,181
GEG,MCI,353
GEG,MGM,215
GEG,MIA,147
GEG,MSO,566
GEG,MSP,243505
GEG,MSY,261
GEG,OAK,153671
GEG,OKC,263
GEG,ONT,230
GEG,ORD,19918
GEG,PDX,201413
GEG,PHX,310771
GEG,PIH,280
GEG,PSC,236
GEG,PSP,41
GEG,PUW,43
GEG,RDM,28
GEG,RNO,517
GEG,SAN,90470
GEG,SEA,1054214
GEG,SFO,95916
GEG,SJC,79962
GEG,SLC,329670
GEG,SMF,144595
GEG,SNA,10998
GEG,TCL,126
GEG,TTD,3
GEG,TWF,105
GEG,VNY,11
GEG,YKM,84
GFK,HUF,250
GFK,ITH,93
GFK,LAS,27895
GFK,MQY,5
GFK,MSO,272
GFK,MSP,128481
GFK,MWA,260
GFK,OMA,80
GFK,PIH,279
GFK,SAN,202
GFK,SEA,181
GFK,SFB,6522
GFK,STL,98
GFK,TCL,95
GFK,XWA,171
GFK,YNG,250
GFL,HPN,8
GFL,HTO,27
GFL,HVN,2
GFL,LEW,9
GFL,NPT,5
GFL,PNE,8
GFL,PVD,1
GFL,TEB,19
GGE,PWK,5
GGE,TEB,1
GGG,GJT,74
GGG,GLH,23
GGG,GSO,68
GGG,IFP,870
GGG,LAS,284
GGG,LGA,327
GGG,MFE,134
GGG,ORF,164
GGG,RNO,156
GGG,SAT,162
GGG,SFO,3
GGG,SGF,75
GGG,XNA,114
GJT,GRK,63
GJT,GUC,121
GJT,HDN,146
GJT,HPN,6
GJT,IAH,172
GJT,IND,313
GJT,JAC,134
GJT,JZT,8
GJT,LAS,22133
GJT,LAX,5574
GJT,LGA,302
GJT,MCI,262
GJT,MFR,139
GJT,MIA,330
GJT,MSP,133
GJT,ONT,148
GJT,ORD,210
GJT,PHL,159
GJT,PHX,110910
GJT,RIC,147
GJT,RNO,149
GJT,SAN,330
GJT,SEA,462
GJT,SFO,4031
GJT,SLC,3464
GJT,SLN,12
GJT,SMF,187
GJT,SNA,22421
GJT,SPS,74
GJT,TPA,305
GJT,TUL,55
GKN,MTX,50
GKN,MXY,291
GKN,MYK,75
GKN,VDZ,6
GLH,MQY,2
GLH,MWL,27
GLH,SAT,14
GLH,TBN,9
GLV,KKA,267
GLV,KTS,8
GLV,OME,1469
GLV,ORV,17
GLV,SHH,10
GLV,SKK,71
GLV,SMK,33
GLV,SVA,81
GLV,TLA,28
GLV,UNK,170
GLV,WAA,16
GLV,WBB,19
GLV,WMO,2227
GMT,OTZ,4
GNU,KKH,1
GNU,KPN,7
GNU,KUK,1
GNU,KWK,1
GNU,KWN,273
GNU,KWT,2
GNU,NME,12
GNU,PKA,1
GNU,PTU,329
GNU,TOG,3
GNU,WNA,1
GNU,WTL,5
GNV,GPT,2449
GNV,GSO,127
GNV,GSP,316
GNV,GTR,183
GNV,HPN,3
GNV,IND,272
GNV,JAN,67
GNV,JAX,200
GNV,LEX,785
GNV,MCO,187
GNV,MIA,32297
GNV,MLB,58
GNV,MSY,65
GNV,OKC,66
GNV,OMA,214
GNV,ORF,73
GNV,PGV,104
GNV,RDU,119
GNV,SAV,46
GNV,SHV,161
GNV,SWO,64
GNV,TCL,533
GNV,TLH,293
GNV,TMB,10
GNV,TPA,53
GNV,TUP,998
GNV,TXK,72
GNV,TYS,839
GNV,XNA,962
GON,HTO,3
GON,IAD,8
GON,ISP,2
GON,JFK,9
GON,LCI,4
GON,LEB,5
GON,LGA,7
GON,NPT,6
GON,PHL,6
GON,PNE,3
GON,RKD,8
GON,RUT,1
GON,TEB,39
GPT,GRB,2428
GPT,GRR,1619
GPT,GSO,3038
GPT,GSP,2636
GPT,HOU,4837
GPT,HSV,910
GPT,IAD,606
GPT,IAH,78122
GPT,ICT,146
GPT,ILM,403
GPT,IND,3390
GPT,JAN,172
GPT,JAX,4797
GPT,LAN,1289
GPT,LAS,24215
GPT,LBB,176
GPT,LBE,1570
GPT,LEX,296
GPT,LFT,74
GPT,LIT,1753
GPT,MAF,1040
GPT,MBS,358
GPT,MCI,3881
GPT,MCN,4016
GPT,MCO,91
GPT,MDT,305
GPT,MDW,2003
GPT,MEM,2573
GPT,MFE,3227
GPT,MGM,179
GPT,MKE,5263
GPT,MLB,4857
GPT,MOB,282
GPT,MSN,1999
GPT,MSP,6927
GPT,MSY,960
GPT,MYR,4122
GPT,OKC,2387
GPT,OMA,1066
GPT,ORD,1521
GPT,ORF,1080
GPT,PBI,3801
GPT,PGV,686
GPT,PHL,1867
GPT,PIA,732
GPT,PIE,29914
GPT,PIT,1635
GPT,PNS,103
GPT,RDU,2238
GPT,RFD,2530
GPT,RIC,3402
GPT,ROA,885
GPT,RSW,4519
GPT,SAT,7379
GPT,SAV,3088
GPT,SBN,1950
GPT,SDF,4568
GPT,SFB,7894
GPT,SFO,115
GPT,SGF,643
GPT,SJT,490
GPT,SPI,1007
GPT,SRQ,2771
GPT,STL,3601
GPT,TLH,48
GPT,TOL,1232
GPT,TPA,21660
GPT,TYS,1562
GPT,UOX,70
GPT,USA,602
GPT,VPS,340
GPT,XNA,970
GRB,HOU,63
GRB,IAH,193
GRB,IFP,2652
GRB,IMT,41
GRB,IND,295
GRB,JAC,14
GRB,JAX,486
GRB,LAS,161
GRB,LAX,342
GRB,LGA,301
GRB,MCO,9036
GRB,MDW,198
GRB,MEM,69
GRB,MKE,164
GRB,MLI,61
GRB,MQT,47
GRB,MSN,33
GRB,MSP,137067
GRB,MSY,330
GRB,OMA,845
GRB,ORD,264147
GRB,PIT,84
GRB,PVD,62
GRB,RDU,171
GRB,RIC,35
GRB,RNO,1483
GRB,RST,62
GRB,RSW,6545
GRB,SEA,512
GRB,SFO,187
GRB,SJC,595
GRB,STS,68
GRI,IFP,1754
